Date,Open,High,Low,Close,Adj Close,Volume
2020-10-13,121.080002,121.970001,120.559998,121.050003,120.420715,13100
2020-10-14,121.330002,121.719002,119.369003,119.970001,119.346336,37800
2020-10-15,118.029999,119.279999,117.789001,119.107002,118.487816,30600
2020-10-16,119.900002,120.410004,118.500000,118.500000,117.883972,51000
2020-10-19,119.830002,119.830002,116.235001,116.449997,115.844627,50600
2020-10-20,116.910004,118.085999,116.290001,116.889999,116.282333,49800
2020-10-21,116.949997,118.000000,116.669998,117.040001,116.431557,28200
2020-10-22,117.110001,117.348999,115.459999,116.720001,116.113220,24800
2020-10-23,116.989998,117.000000,115.809998,117.000000,116.391769,40600
2020-10-26,116.010002,116.980003,113.848999,115.180000,114.581223,74400
2020-10-27,115.620003,116.449997,115.139999,116.089996,115.486496,46900
2020-10-28,114.279999,114.279999,111.500000,111.690002,111.109383,138800
2020-10-29,112.160004,114.668999,112.000999,113.510002,112.919907,79600
2020-10-30,112.699997,113.010002,109.690002,110.860001,110.283684,130600
2020-11-02,111.650002,112.239998,109.699997,110.900002,110.323479,74100
2020-11-03,111.709999,113.629997,111.309998,113.431000,112.841324,61800
2020-11-04,116.449997,118.552002,115.970001,117.790001,117.177658,109700
2020-11-05,120.510002,121.299004,120.019997,120.919998,120.291389,146500
2020-11-06,120.629997,121.220001,119.074997,121.000000,120.370964,47100
2020-11-09,122.209999,122.709999,118.500000,118.500000,117.883972,154000
2020-11-10,117.150002,117.680000,115.350998,116.317001,115.712318,84200
2020-11-11,117.470001,119.199997,117.470001,119.110001,118.490791,65800
2020-11-12,119.480003,119.940002,118.000000,118.419998,117.804382,44900
2020-11-13,119.190002,119.617996,118.303001,119.550003,118.928513,39900
2020-11-16,119.459999,120.490997,119.029999,120.070000,119.445816,47000
2020-11-17,120.559998,120.629997,119.860001,120.059998,119.435852,29000
2020-11-18,119.860001,120.470001,119.407997,119.547997,118.926521,35200
2020-11-19,118.970001,120.129997,118.809998,120.129997,119.505486,52700
2020-11-20,120.070000,120.299004,119.389999,119.389999,118.769341,37000
2020-11-23,119.769997,120.169998,118.360001,119.300003,118.679810,50500
2020-11-24,119.800003,121.110001,119.074997,121.040001,120.410767,90900
2020-11-25,121.389999,121.948997,121.192001,121.719002,121.086235,44200
2020-11-27,122.550003,123.300003,122.421997,122.750000,122.111877,35500
2020-11-30,122.970001,123.160004,121.139999,123.010002,122.370522,84000
2020-12-01,124.070000,125.320000,123.679001,124.720001,124.071632,92800
2020-12-02,124.160004,124.919998,123.440002,124.839996,124.190994,140900
2020-12-03,124.949997,125.612999,124.739998,125.019997,124.370071,93200
2020-12-04,125.050003,125.529999,124.779999,125.449997,124.797836,74300
2020-12-07,125.620003,126.329002,125.480003,125.830002,125.175858,76700
2020-12-08,126.019997,126.720001,125.308998,126.605003,125.946838,54800
2020-12-09,126.589996,126.620003,123.369003,123.849998,123.206154,148700
2020-12-10,122.949997,124.669998,122.441002,124.260002,123.614029,128300
2020-12-11,123.550003,124.019997,122.610001,123.970001,123.325531,54200
2020-12-14,124.540001,125.699997,124.540001,124.889999,124.240746,184100
2020-12-15,125.889999,126.230003,125.000000,126.230003,125.573792,64300
2020-12-16,126.440002,127.239998,125.980003,126.910004,126.250252,84900
2020-12-17,127.620003,127.787003,127.099998,127.760002,127.095833,57900
2020-12-18,128.110001,128.110001,126.370003,127.430000,126.767548,84300
2020-12-21,126.120003,127.070000,124.790001,126.889999,126.434738,85100
2020-12-22,127.250000,127.660004,126.290001,127.239998,126.783493,59000
2020-12-23,127.500000,127.500000,126.610001,126.660004,126.205574,69000
2020-12-24,126.959999,127.370003,126.768997,127.190002,126.733673,32000
2020-12-28,128.429993,128.658997,127.570000,128.479996,128.019028,59200
2020-12-29,129.080002,129.289993,128.253998,128.630005,128.168518,66600
2020-12-30,129.360001,129.360001,128.339996,128.529999,128.068863,89900
2020-12-31,128.779999,129.003006,128.195007,128.910004,128.447510,73500
2021-01-04,129.600006,129.600006,125.449997,127.080002,126.624069,160800
2021-01-05,126.760002,128.169998,126.760002,128.095001,127.635422,66600
2021-01-06,126.370003,128.080002,125.760002,126.330002,125.876762,469300
2021-01-07,127.580002,129.733994,127.580002,129.460007,128.995529,97100
2021-01-08,130.520004,131.199997,129.500000,131.139999,130.669495,78400
2021-01-11,129.990005,130.309998,128.962006,129.179993,128.716522,69500
2021-01-12,129.289993,129.630005,127.949997,129.139999,128.676666,122100
2021-01-13,129.000000,130.149994,128.919998,129.839996,129.374161,56600
2021-01-14,130.270004,130.416000,129.000000,129.139999,128.676666,90000
2021-01-15,128.830002,129.500000,127.709999,128.100006,127.640411,102700
2021-01-19,129.199997,130.179993,128.796997,130.029999,129.563477,82300
2021-01-20,131.690002,133.410004,131.449997,133.070007,132.592575,120500
2021-01-21,133.699997,134.371994,133.050003,134.149994,133.668686,159700
2021-01-22,133.610001,134.130005,133.490005,133.779999,133.300034,124900
2021-01-25,135.309998,135.679993,132.250000,134.630005,134.146973,155200
2021-01-26,135.259995,135.362000,134.470001,135.039993,134.555496,75600
2021-01-27,134.240005,134.240005,130.500000,131.449997,130.978378,148600
2021-01-28,131.910004,134.059998,131.617996,132.080002,131.606125,88600
2021-01-29,131.509995,131.649994,128.589996,129.369995,128.905838,119300
2021-02-01,130.910004,132.880005,129.970001,132.539993,132.064453,131300
2021-02-02,133.820007,135.039993,133.750000,134.714996,134.231659,111600
2021-02-03,135.699997,135.699997,134.220001,134.220001,133.738434,93100
2021-02-04,134.869995,135.669998,134.169998,135.649994,135.163300,76200
2021-02-05,136.259995,136.574997,135.479996,136.190002,135.701370,182400
2021-02-08,137.000000,137.119003,136.199997,137.039993,136.548325,105200
2021-02-09,136.839996,137.559998,136.839996,137.009995,136.518433,101700
2021-02-10,137.649994,137.720001,135.500000,136.669998,136.179642,104500
2021-02-11,137.570007,137.639999,136.500000,137.438995,136.945892,136200
2021-02-12,137.029999,138.289993,136.750000,138.289993,137.793839,87100
2021-02-16,138.740005,138.929993,137.438004,137.910004,137.415207,106500
2021-02-17,136.770004,137.259995,135.699997,137.229996,136.737656,105000
2021-02-18,135.830002,136.899994,134.996994,136.649994,136.159729,99800
2021-02-19,137.339996,137.339996,135.699997,135.960007,135.472214,93500
2021-02-22,134.289993,134.610001,132.479996,132.550003,132.074463,156800
2021-02-23,130.360001,132.759995,127.885002,132.160004,131.685852,210100
2021-02-24,130.910004,133.300003,129.854004,133.240005,132.761978,163900
2021-02-25,132.179993,133.089996,127.970001,128.529999,128.068863,250600
2021-02-26,129.817001,130.979996,127.889000,129.720001,129.254593,178100
2021-03-01,131.229996,133.100006,130.774994,132.960007,132.482986,91900
2021-03-02,133.369995,133.369995,130.800003,130.800003,130.330719,93700
2021-03-03,130.320007,130.610001,127.050003,127.050003,126.594177,142900
2021-03-04,127.019997,128.199997,123.360001,124.910004,124.461853,206300
2021-03-05,126.410004,127.198997,122.330002,126.980003,126.524429,223100
2021-03-08,126.760002,127.379997,123.239998,123.250000,122.807808,160400
2021-03-09,126.349998,128.889999,126.080002,128.240005,127.779907,169500
2021-03-10,130.009995,130.009995,127.500000,127.699997,127.241837,177200
2021-03-11,129.949997,131.380005,129.498001,130.779999,130.310791,144500
2021-03-12,128.940002,129.669998,128.028000,129.619995,129.154953,119700
2021-03-15,129.850006,131.100006,129.291000,131.039993,130.569839,91200
2021-03-16,131.929993,133.190002,131.177002,131.729996,131.257370,144600
2021-03-17,130.520004,132.910004,129.779999,132.259995,131.785477,69200
2021-03-18,130.360001,130.619995,128.029999,128.270004,127.809792,155600
2021-03-19,128.270004,129.339996,127.260002,128.779999,128.317963,128400
2021-03-22,129.710007,131.779999,129.500000,130.979996,130.669388,74100
2021-03-23,131.460007,131.899994,130.169998,130.300003,129.990997,91100
2021-03-24,131.119995,131.119995,128.199997,128.199997,127.895966,130400
2021-03-25,127.410004,128.440002,126.360001,127.980003,127.676491,165200
2021-03-26,127.919998,129.940002,127.349998,129.940002,129.631851,76200
2021-03-29,129.509995,130.218002,128.457001,129.660004,129.352509,151900
2021-03-30,129.000000,129.324997,128.039993,129.210007,128.903580,106300
2021-03-31,130.000000,131.714996,129.970001,131.220001,130.908813,159400
2021-04-01,132.649994,133.419998,132.559998,133.389999,133.073654,99100
2021-04-05,134.550003,136.270004,134.410004,136.100006,135.777252,166500
2021-04-06,136.020004,136.720001,135.649994,135.895004,135.572723,75600
2021-04-07,135.880005,136.619995,135.470001,136.270004,135.946838,139000
2021-04-08,137.550003,137.729996,137.179993,137.679993,137.353485,99800
2021-04-09,137.179993,138.598999,136.850006,138.500000,138.171539,89100
2021-04-12,138.220001,138.520004,137.619995,138.389999,138.061813,94400
2021-04-13,139.020004,140.089996,139.000000,139.970001,139.638062,73400
2021-04-14,140.160004,140.160004,137.949997,138.259995,137.932114,164200
2021-04-15,139.479996,140.500000,139.479996,140.339996,140.007187,148200
2021-04-16,140.610001,140.639999,139.824997,140.589996,140.256577,64800
2021-04-19,139.929993,140.320007,138.500000,139.320007,138.989609,88000
2021-04-20,139.100006,139.438004,137.432007,138.250000,137.922150,94300
