Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,323.350006,326.160004,323.220001,324.119995,315.095734,69083000
2020-02-04,328.070007,330.010010,327.720001,329.059998,319.898224,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,323.592407,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,324.681244,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,322.950806,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,325.361755,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,325.925598,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,328.025482,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,327.675476,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,328.200439,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,327.354614,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,328.919830,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,327.568542,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,324.195160,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,313.443115,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,303.945068,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,302.827118,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,289.226624,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,288.011505,384975800
2020-03-02,298.209991,309.160004,294.459991,309.089996,300.484222,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,291.880615,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,304.149261,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,294.038818,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,289.178009,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,266.594818,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,280.389740,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,266.721161,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,241.202042,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,261.821503,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,233.172028,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,245.761475,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,233.317856,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,233.813629,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,223.737625,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,218.017075,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,237.770126,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,241.329590,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,255.420746,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,247.812897,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,255.860794,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,252.047104,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,240.703751,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,246.258087,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,242.698608,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,258.999756,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,259.263824,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,267.966888,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,272.044647,189999200
2020-04-13,277.140015,277.510010,271.410004,275.660004,269.560822,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,277.510956,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,271.614380,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,272.924713,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,280.297882,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,275.359619,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,266.998840,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,272.924713,92951600
2020-04-23,280.489990,283.940002,278.750000,279.079987,272.905121,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,276.709076,85063200
2020-04-27,285.119995,288.269989,284.619995,287.049988,280.698792,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,279.408051,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,286.722504,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,284.052979,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,276.533081,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,277.295837,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,279.857849,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,277.960785,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,281.314880,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,285.969513,76452400
2020-05-11,290.339996,294.000000,289.880005,292.500000,286.028229,79514200
2020-05-12,293.790009,294.239990,286.519989,286.670013,280.327240,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,275.369415,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,278.664825,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,279.945831,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,288.472931,119703800
2020-05-19,294.350006,296.209991,291.950012,291.970001,285.509918,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,290.360229,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,288.355560,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,288.903198,63958200
2020-05-26,301.929993,302.190002,295.459991,299.079987,292.462616,88951400
2020-05-27,302.119995,303.570007,296.869995,303.529999,296.814148,104817400
2020-05-28,304.649994,306.839996,302.239990,302.970001,296.266602,90405200
2020-05-29,302.459991,304.959991,299.470001,304.320007,297.586700,119090800
2020-06-01,303.619995,306.209991,303.059998,305.549988,298.789459,55758300
2020-06-02,306.549988,308.130005,305.100006,308.079987,301.263489,74267200
2020-06-03,310.239990,313.220001,309.940002,312.179993,305.272766,92567600
2020-06-04,311.109985,313.000000,309.079987,311.359985,304.470917,75794400
2020-06-05,317.230011,321.269989,317.160004,319.339996,312.274414,150524700
2020-06-08,320.220001,323.410004,319.630005,323.200012,316.048981,73641200
2020-06-09,320.299988,323.279999,319.359985,320.790009,313.692322,77479200
2020-06-10,321.420013,322.390015,318.220001,319.000000,311.941864,95000800
2020-06-11,311.459991,312.149994,300.010010,300.609985,293.958771,209243600
