Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,18.920000,19.108000,18.920000,18.950001,18.590141,21300
2020-02-04,19.299999,19.365999,19.219999,19.250000,18.884443,18700
2020-02-05,19.379999,19.410000,19.292999,19.400000,19.031595,31100
2020-02-06,19.400000,19.480000,19.400000,19.448000,19.078684,13400
2020-02-07,19.370001,19.440001,19.351999,19.360001,18.992355,11200
2020-02-10,19.309999,19.540001,19.309999,19.540001,19.168938,11800
2020-02-11,19.650000,19.872999,19.639999,19.809999,19.433809,26300
2020-02-12,19.950001,20.240000,19.940001,20.209999,19.826212,55100
2020-02-13,20.150000,20.209999,20.059999,20.100000,19.718304,53200
2020-02-14,20.170000,20.270000,20.139999,20.190001,19.806595,28100
2020-02-18,20.020000,20.020000,19.799999,19.870001,19.492672,38400
2020-02-19,19.990000,20.090000,19.969999,19.969999,19.590771,49700
2020-02-20,19.930000,19.959999,19.677999,19.760000,19.384760,18800
2020-02-21,19.709999,19.709999,19.559999,19.650000,19.276848,12400
2020-02-24,18.940001,19.120001,18.870001,19.040001,18.678432,61400
2020-02-25,19.110001,19.153000,18.500000,18.570000,18.217358,48600
2020-02-26,18.660000,18.885000,18.530001,18.530001,18.178118,19500
2020-02-27,18.209999,18.451000,17.950001,17.959999,17.618940,70600
2020-02-28,17.469999,17.888000,17.420000,17.879999,17.540459,69100
2020-03-02,17.980000,18.299999,17.799999,18.299999,17.952484,46400
2020-03-03,18.400000,18.636000,17.940001,18.075001,17.731758,23200
2020-03-04,18.299999,18.530001,18.160000,18.490000,18.138876,36100
2020-03-05,18.120001,18.302999,18.049999,18.125999,17.781788,18900
2020-03-06,17.670000,17.872999,17.511000,17.736000,17.399195,33100
2020-03-09,16.510000,16.850000,15.130000,16.280001,15.970845,70000
2020-03-10,16.840000,16.900000,16.330000,16.855000,16.534924,38400
2020-03-11,16.389999,16.521000,16.010000,16.110001,15.804073,37000
2020-03-12,14.920000,14.920000,14.230000,14.230000,13.959773,54000
2020-03-13,15.030000,15.100000,14.271000,14.991000,14.706323,66000
2020-03-16,13.450000,14.235000,13.050000,13.500000,13.243636,43300
2020-03-17,13.810000,14.328000,13.580000,14.132000,13.863634,39100
2020-03-18,13.280000,13.779000,13.036000,13.450000,13.194586,52300
2020-03-19,13.200000,13.880000,13.118000,13.668000,13.408446,41700
2020-03-20,13.990000,14.220000,13.590000,13.615000,13.356452,32800
2020-03-23,13.540000,13.670000,13.210000,13.490000,13.233826,43200
2020-03-24,14.450000,14.890000,14.450000,14.780000,14.499329,25400
2020-03-25,14.940000,15.331000,14.720000,15.000000,14.715151,38400
2020-03-26,15.110000,15.651000,15.110000,15.610000,15.313567,35900
2020-03-27,15.130000,15.468000,15.119000,15.210000,14.921164,15000
2020-03-30,15.290000,15.470000,15.191000,15.440000,15.146795,18800
2020-03-31,15.350000,15.660000,15.290000,15.370000,15.078125,48300
2020-04-01,14.920000,15.150000,14.760000,14.820000,14.538569,20200
2020-04-02,14.670000,15.090000,14.670000,15.050000,14.764202,19500
2020-04-03,14.960000,15.060000,14.704000,14.810000,14.528760,10800
2020-04-06,15.430000,15.840000,15.430000,15.810000,15.509769,16200
2020-04-07,16.389999,16.490000,15.950000,15.950000,15.647111,46100
2020-04-08,15.960000,16.290001,15.960000,16.219999,15.911983,20300
2020-04-09,16.450001,16.730000,16.450001,16.559999,16.245527,25900
2020-04-13,16.580000,16.670000,16.410000,16.650000,16.333817,34400
2020-04-14,16.969999,17.170000,16.969999,17.100000,16.775272,27600
2020-04-15,16.700001,16.796000,16.594999,16.760000,16.441729,29300
2020-04-16,16.730000,16.950001,16.730000,16.900000,16.579069,32000
2020-04-17,17.190001,17.430000,17.190001,17.370001,17.040146,41300
2020-04-20,17.290001,17.625000,17.270000,17.370001,17.040146,27000
2020-04-21,17.070000,17.209999,16.799999,16.820000,16.500589,21800
2020-04-22,17.134001,17.197001,17.030001,17.150000,16.824322,9500
2020-04-23,17.309999,17.516001,17.240999,17.260000,16.932234,22200
2020-04-24,17.350000,17.517000,17.299999,17.430000,17.099007,22400
2020-04-27,17.670000,17.830000,17.646999,17.809999,17.471788,29700
2020-04-28,18.030001,18.073000,17.750000,17.760000,17.422739,38700
2020-04-29,18.070000,18.278999,18.000000,18.190001,17.844574,36200
2020-04-30,18.080000,18.117001,17.895000,17.990000,17.648371,25000
2020-05-01,17.730000,17.730000,17.459999,17.540001,17.206917,21300
2020-05-04,17.450001,17.548000,17.372000,17.520000,17.187298,14900
2020-05-05,17.740000,17.858999,17.684999,17.770000,17.432550,43400
2020-05-06,17.940001,17.940001,17.719999,17.750000,17.412930,16600
2020-05-07,17.990000,18.290001,17.990000,18.209999,17.864193,36600
2020-05-08,18.450001,18.549999,18.360001,18.510000,18.158497,46600
2020-05-11,18.469999,18.540001,18.400000,18.500000,18.148687,34100
2020-05-12,18.629999,18.629999,18.379999,18.379999,18.030964,30400
2020-05-13,18.500000,18.690001,18.299999,18.459999,18.109446,37700
2020-05-14,18.090000,18.485001,17.881001,18.469999,18.119255,27000
2020-05-15,18.340000,18.507000,18.340000,18.480000,18.129066,20300
2020-05-18,18.799999,19.070000,18.799999,19.049999,18.688242,42600
2020-05-19,18.910000,19.020000,18.750000,18.806999,18.449856,15500
2020-05-20,19.090000,19.340000,19.090000,19.100000,18.737293,26800
2020-05-21,19.090000,19.180000,18.875000,18.950001,18.590141,40500
2020-05-22,18.900000,18.938999,18.820999,18.889999,18.531281,17700
2020-05-26,19.340000,19.420000,19.049999,19.049999,18.688242,25000
2020-05-27,19.180000,19.180000,18.770000,19.052000,18.690205,39200
2020-05-28,19.090000,19.320000,19.020000,19.055000,18.693148,35600
2020-05-29,19.120001,19.240000,18.860001,19.219999,18.855013,94000
2020-06-01,19.350000,19.639999,19.330000,19.559999,19.188557,33600
2020-06-02,19.650000,19.900000,19.620001,19.860001,19.482861,50900
